RESPNO,URBRUR,ZONE,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,NOCALL_1,NOCALL_1OTHER,NOCALL_2,NOCALL_2OTHER,NOCALL_3,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,PREVINT,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5,Q6,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q9,Q10A,Q10B,Q11A,Q11B,Q12A,Q12B,Q12C,Q12D,Q12E,Q13,Q14,Q15A,Q15B,Q15C,Q16,Q17,Q18,Q19A,Q19B,Q20A,Q20B,Q21,Q22,Q23A,Q23B,Q23C,Q23D,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q25A,Q25B,Q26A,Q26B,Q26C,Q26D,Q26E,Q26F,Q27A,Q27B,Q27C,Q27D,Q27E,Q28A,Q28B,Q28C,Q29A,Q29B,Q29C,Q29D,Q29E,Q29F,Q29G,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42A,Q42B,Q42C,Q43,Q44,Q45A,Q45B,Q45C,Q45D,Q45E,Q46,Q47A,Q47B,Q48A,Q48B,Q48C,Q48D,Q48E,Q48F,Q49,Q50,Q51A,Q51B,Q51C,Q51D,Q52A,Q52B,Q52C,Q52D,Q52E,Q52F,Q52G,Q52H,Q52I,Q52J,Q52K,Q52L,Q52M_NIG,Q53A,Q53B,Q53C,Q53D,Q53E,Q53F,Q53G,Q53H,Q53I,Q53J,Q53K_NIG,Q53L_NIG,Q53M_NIG,Q54,Q55A,Q55B,Q55C,Q55D,Q55E,Q55F,Q55G,Q55H,Q55I,Q55J,Q55K,Q55L,Q56,Q57A,Q57B,Q58,Q58OTHER,Q59A,Q59B,Q59C_NIG,Q60PT1,Q60PT1OTHER,Q60PT2,Q60PT2OTHER,Q60PT3,Q60PT3OTHER,Q61A,Q61B,Q62,Q63A,Q63B,Q63C,Q63D,Q64,Q65A,Q65B,Q65C,Q66A,Q66B,Q66C,Q66D,Q66E,Q66F,Q66G,Q66H,Q66I,Q66J,Q66K,Q66L,Q66M,Q67A,Q67B,Q68A,Q68B,Q68C,Q68D,Q68E_NIG,Q69A,Q69B,Q69C,Q69D_NIG,Q69E_NIG,Q70A,Q70B,Q71A,Q71B,Q71BOTHER,Q72,Q73A,Q73B,Q73C,Q73D,Q73E,Q74A,Q74AOTHER,Q74B,Q74BOTHER,Q75A,Q75B,Q76,Q77,Q78,Q79A,Q79B,Q80A,Q80AOTHER,Q80B,Q81A,Q81B,Q81C,Q81D,Q81E,Q82A_NIG,Q82B_NIG,Q82C_NIG,Q82D_NIG,Q82E_NIG,Q82F_NIG,Q82G_NIG,Q83A_NIG,Q83AOTHER_NIG,Q83B_NIG,Q83BOTHER_NIG,Q83C_NIG,Q83D1_NIG,Q83D1OTHER_NIG,Q83D2_NIG,Q83D2OTHER_NIG,Q84A_NIG,Q84B_NIG,Q84C_NIG,Q85A_NIG,Q85B_NIG,Q85C_NIG,Q86A_NIG,Q86B_NIG,Q86C_NIG,Q86D_NIG,Q86E_NIG,Q86F_NIG,Q86G_NIG,Q86H_NIG,Q87,Q87OTHER,Q88A,Q88B,Q89A,Q89B,Q89C,Q89D,Q89E,Q90A,Q90B,Q90BOTHER,Q91A,Q91B,Q91C,Q91D,Q92A,Q92B,Q93A,Q93B,Q94,Q95,Q96A,Q96B,Q97,Q98A,Q98AOTHER,Q98B,Q99,Q99OTHER,Q99B_NIG,Q99C_NIG,Q100,ENDTIME,LENGTH,Q101,Q102,Q102OTHER,Q103,Q103OTHER,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,Q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q116OTHER,Q116A1,Q116A1_OTHER,Q117,withinwt
NIG2314,2,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,3,1,12/26/2014,11:54:00,28,9995,MUMUYE,1,4,4,3,5,5,0,0,0,0,0,7,0,0,0,0,0,4,2,0,0,0,2,2,2,3,4,1,2,1,0,1,3,3,2,3,1,1,0,0,0,0,0,0,1,1,1,2,3,9,2,9,3,3,2,1,2,0,0,9,4,9,2, , , ,-1,-1,-1,3,1,2,2,2,1,1,1,3,3,2,2,2,3,3,2,1,1,1,2,1,1,1,0,0,9,9,9,9,9,9,1,2,1,0,9,9,2,1,1,0,0,0,0,0,2,1,1,2,1,2,2,2,2,2,2,3,2,1,2,1,3,3,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2, ,1,1,1,3, ,4, ,9996, ,3,9,9,9,9,9,9,3,1,4,4,2,2,1,1,1,2,3,2,2,2,1,1,2,1,2,3,2,2,3,2,9,9,9,9,9,3,3,4,1, ,0,7,7,7,7,7,6, ,8, ,3,9,3,2,7,2,2,1, ,1,3,5,3,9,9,2,2,2,2,2,2,2,6, ,2, ,2,5, ,7, ,2,1,5,1,2,2,3,2,2,2,1,3,1,3,650,MUMUYE,1,5,3,3,1,3,3,1,638, ,0,1,1,1,4,0,2,2,2,1,6,7,3,1, ,2,638, ,4,638,2,12:40:00,46,1,1, ,620, ,1,1,3,0,0,0,0,0,0,1,1,1,1,1,1,NIG057,27,1,1,659,BANDAWA,659,BANDAWA,5,.519001051684374
NIG2315,2,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,3,1,12/26/2014,14:55:00,36,622, ,1,2,2,4,3,4,0,0,0,0,0,7,0,0,0,0,0,4,4,3,4,4,3,1,4,4,4,4,2,3,0,3,3,4,1,3,0,1,1,1,0,0,0,2,2,3,1,1,3,2,1,1,3,2,3,2,3,1,1,1,1,1,1,FREEDOM OF SPEECH,EQUAL BEFORE THE LAW,ACCOUNTABILITY,1,6,8,3,2,1,3,2,1,2,4,3,2,1,3,4,5,5,1,2,1,3,2,1,1,2,1,0,0,0,2,3,0,1,2,2,2,3,3,0,0,0,0,0,0,0,1,0,0,0,2,2,1,3,3,3,3,3,3,3,3,2,3,3,3,3,1,2,3,1,1,2,0,2,1,2,0,2,3,0,7,7,8, ,2,0,0,3, ,4, ,1, ,1,-1,4,3,3,3,2,3,1,3,2,2,2,2,3,2,2,3,1,1,1,1,4,4,1,1,3,2,2,2,2,1,1,0,0,2,3,3,4,7, ,0,7,7,7,7,7,9, ,5, ,3,3,2,2,2,3,3,2, ,3,2,3,3,3,5,0,0,1,1,1,3,3,6, ,3, ,3,3, ,4, ,2,4,1,1,1,1,3,3,2,2,2,2,2,3,622, ,0,3,3,4,1,4,3,0,9997, ,1,1,1,1,4,4,1,1,3,0,4,2,5,9, ,6,9999, ,3,638,1,15:56:00,61,1,1, ,622, ,4,1,1,0,0,0,0,0,0,1,2,1,2,1,1,NIG059,32,1,1,648,MUMUYE,650,MUMUYE,6,.519001051684374
NIG2316,2,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,4,1,12/26/2014,12:35:00,23,645,JUKUN,1,4,4,4,3,4,0,0,0,2,0,2,0,0,0,0,0,3,4,3,4,4,3,2,2,4,4,4,1,4,0,2,3,4,1,3,0,1,1,1,0,0,1,1,2,3,1,1,3,2,3,1,3,2,3,2,3,0,0,1,1,1,1,"""GOVERNMENT OF THE PEOPLE,BY THE PEOPLE""","""FREEDOM OF SPEECH,RELIGION AND MOVEMENT""",EQUAL BEFORE THE LAW,2,1,6,3,1,1,4,1,4,1,1,4,1,1,2,2,5,5,1,1,1,3,1,0,1,3,1,0,1,0,2,1,2,0,2,2,2,3,3,0,1,0,0,0,0,2,1,0,1,0,0,3,1,1,3,3,3,3,3,3,2,0,0,2,2,2,1,2,3,2,2,2,0,2,3,2,3,2,3,0,7,7,8, ,1,0,0,3, ,1, ,4, ,3,-1,4,3,3,3,2,3,3,1,2,2,2,2,3,3,2,3,3,3,2,2,2,2,1,2,3,2,2,2,2,1,1,0,0,2,3,3,4,7, ,0,7,7,7,7,7,17, ,5, ,3,3,2,4,2,3,3,1, ,1,2,4,3,3,5,0,0,1,1,1,1,1,6, ,3, ,3,4, ,9, ,1,2,2,1,1,1,3,2,2,2,2,2,2,2,643, ,3,3,1,4,1,4,4,1,638, ,1,1,1,1,4,4,1,1,5,3,11,4,7,2, ,6,638, ,3,638,99,13:25:00,50,1,1, ,1, ,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG059,32,1,1,648,MUMUYE,650,MUMUYE,6,.519001051684374
NIG2317,2,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,9997, ,9997, ,9997,9997,9997,9997,9997,1,2,1,1,12/26/2014,14:31:00,32,645,JUKUN,9,4,4,3,5,5,0,9,0,0,0,7,1,0,1,0,0,1,3,0,0,0,2,1,3,3,3,2,3,2,0,1,3,2,2,2,0,1,0,0,0,1,0,1,1,1,1,2,3,9,2,9,3,3,2,1,2,0,0,9,9,9,2, , , ,-1,-1,-1,3,2,1,1,2,2,3,2,2,2,2,2,2,2,3,2,1,1,1,2,1,1,1,0,0,9,9,9,9,9,9,1,2,1,0,0,9,3,2,2,2,0,0,0,0,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2, ,1,0,1,2, ,4, ,26, ,3,9,9,3,3,3,3,3,1,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,9,9,9,9,9,9,9,4,1, ,0,7,7,7,7,7,6, ,4, ,2,3,3,1,7,2,2,1, ,1,3,5,4,9,9,2,1,1,2,2,2,2,6, ,2, ,2,7, ,5, ,3,1,5,2,2,2,3,2,2,2,2,3,3,2,643, ,1,5,3,3,3,3,3,1,638, ,0,1,1,1,4,0,2,2,2,1,2,7,0,1, ,3,638, ,4,638,2,15:30:00,59,2,1, ,620, ,1,1,4,0,0,0,0,0,0,1,1,1,1,1,1,NIG057,27,1,1,659,BANDAWA,659,BANDAWA,5,.519001051684374
NIG2318,2,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,3, ,9997, ,9997,9997,9997,9997,9997,1,2,1,1,12/26/2014,12:49:00,26,9995,NYANDANG,9,4,3,3,4,4,0,0,9,9,9,7,0,0,0,0,0,4,2,2,0,0,2,2,3,4,3,3,2,2,1,1,2,3,3,3,1,0,1,1,0,0,0,0,0,0,7,7,2,3,2,3,9,2,0,9,0,0,0,5,4,4,2, , , ,-1,-1,-1,3,1,2,1,2,2,3,3,3,2,2,3,4,4,3,1,1,1,2,1,1,1,1,0,0,0,9,9,9,9,9,2,2,1,0,9,9,1,1,0,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4, ,1,2,1,2, ,5, ,9996, ,3,9,9,3,9,3,9,3,2,5,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,3,2,3,3,1,2,1,2,2,3,3,3,2, ,0,7,7,7,7,7,6, ,4, ,3,3,3,1,2,2,3,1, ,1,3,5,3,9,9,1,2,1,2,1,2,2,6, ,2, ,2,3, ,6, ,1,3,5,1,2,2,3,2,2,1,2,1,2,1,9995,NYANDANG,1,5,4,3,1,3,3,1,638, ,1,0,1,1,4,0,2,2,2,1,95,1,2,1, ,4,638, ,4,638,99,13:30:00,41,2,1, ,620, ,1,1,4,0,0,0,0,0,0,1,1,1,1,1,1,NIG057,27,1,1,659,BANDAWA,659,BANDAWA,5,.519001051684374
NIG2319,2,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,9997, ,9997, ,9997,9997,9997,9997,9997,1,2,2,1,12/26/2014,13:40:00,28,630, ,1,4,3,4,2,4,0,0,0,2,2,4,0,0,1,2,0,4,3,3,4,4,3,1,3,4,4,3,1,3,0,2,3,3,1,2,1,1,1,1,2,0,2,2,2,3,2,2,3,3,3,1,3,2,3,3,3,0,2,2,1,2,1,VOTING IN MULTI PARTY ELECTION,FREEDOM OF SPEECH,SOCIAL AND ECONOMIC DEVELOPMENT,3,2,5,3,1,2,4,4,1,1,1,4,1,2,2,3,4,4,1,1,2,2,1,2,2,1,1,0,0,0,1,3,2,2,0,2,3,3,3,1,0,0,0,0,1,0,0,1,1,0,1,3,1,3,3,3,3,3,3,3,2,0,1,3,3,3,1,7,7,2,0,2,0,2,2,2,3,7,7,0,7,7,4, ,2,1,1,3, ,1, ,4, ,2,9,0,3,3,3,3,2,3,5,5,2,2,2,2,2,2,3,3,3,1,1,3,3,1,1,2,3,1,2,2,1,1,0,1,2,4,4,5,1, ,0,7,7,7,7,7,3, ,5, ,2,3,2,4,2,2,2,1, ,1,3,4,5,5,3,9,9,1,1,1,1,3,5, ,3, ,3,2, ,4, ,1,2,1,1,1,1,3,2,2,2,2,2,2,2,629, ,0,3,5,4,1,4,4,0,9997, ,1,1,1,1,4,4,3,1,4,1,11,4,6,1, ,4,9999, ,3,9999,1,14:38:00,58,2,1, ,1, ,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG059,32,1,1,648,MUMUYE,650,MUMUYE,6,.519001051684374
NIG2320,2,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,9997, ,9997, ,9997,9997,9997,9997,9997,1,2,1,1,12/26/2014,11:21:00,42,630, ,1,4,5,4,3,2,0,0,0,0,0,7,0,0,0,1,0,3,4,3,4,4,3,1,2,4,3,3,2,3,0,2,2,3,1,1,0,1,1,0,2,0,2,3,3,3,1,2,3,3,3,1,3,2,4,3,3,0,0,1,2,1,1,TO VOTE WHERE THERE IS MULTI PARTY SYSTEM,FREEDOM OF SPEECH,ACCOUNTABILITY,3,1,8,3,1,1,4,2,4,1,2,3,1,2,2,2,3,3,2,2,1,3,1,0,0,2,1,0,2,0,2,3,1,1,1,3,2,1,2,1,1,2,2,2,3,2,1,2,1,1,2,3,1,1,3,2,1,3,3,3,3,9,2,3,3,2,2,3,0,1,0,2,0,1,0,3,0,2,0,7,7,7,1, ,1,2,2,3, ,1, ,4, ,2,0,3,1,1,1,2,3,4,1,4,2,2,2,2,3,2,2,3,3,2,2,3,2,2,1,3,1,2,1,3,0,0,0,0,1,4,3,4,6, ,0,7,7,7,7,7,13, ,6, ,2,3,1,3,1,2,3,3, ,3,1,5,4,4,5,1,1,2,1,1,2,1,4, ,2, ,4,3, ,9, ,1,2,2,1,1,9,3,2,2,2,2,2,2,2,629, ,2,4,2,4,1,5,4,1,638, ,1,1,1,1,4,4,1,1,0,3,11,2,6,1, ,5,638, ,3,638,99,12:30:00,69,2,1, ,1, ,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG059,32,1,1,648,MUMUYE,650,MUMUYE,6,.519001051684374
NIG2321,1,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1, ,9997, ,9997,9997,9997,9997,9997,2,1,4,1,12/24/2014,12:18:00,29,9995,JENJO,1,4,4,4,4,4,0,0,9,9,9,7,0,0,0,0,0,4,4,1,0,0,2,1,2,3,3,3,2,2,0,0,1,1,3,3,1,0,1,1,0,0,0,0,0,0,7,7,2,2,3,2,9,3,0,9,0,0,0,5,4,4,2,"""GOVERNMENT BY THE PEOPLE,FOR THE PEOPLE""", , ,2,9996,9996,3,1,3,2,2,2,2,3,2,2,3,2,3,3,3,2,2,1,2,1,2,2,2,1,0,1,9,3,9,9,9,2,2,1,1,9,9,1,2,1,2,2,2,2,0,3,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6, ,9,9,9,4, ,16, ,25, ,2,9,9,3,9,3,9,3,2,4,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,1,2,2,3,3,3,2, ,0,7,7,7,7,7,8, ,6, ,3,2,3,2,2,2,3,1, ,1,3,5,2,9,9,1,2,2,1,2,2,1,6, ,2, ,3,7, ,4, ,2,1,4,2,2,2,3,3,2,2,2,2,1,1,9995,JENJO,1,5,4,5,1,4,5,1,638, ,1,1,0,1,4,0,2,2,2,3,7,2,5,1, ,5,638, ,3,638,2,13:12:00,54,1,1, ,620, ,1,1,3,0,0,0,0,0,0,1,1,1,1,1,1,NIG057,27,1,1,659,BANDAWA,659,BANDAWA,5,1.25782392286712
NIG2322,1,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,1,1,12/24/2014,10:21:00,32,9995,KONA,1,3,3,4,5,4,0,1,0,1,0,7,0,0,1,0,1,4,2,0,0,0,2,2,4,4,4,3,2,2,0,0,3,2,2,3,1,1,0,0,0,1,0,0,1,1,1,2,3,2,3,2,3,3,2,1,2,1,0,3,3,3,2, , , ,-1,-1,-1,1,3,2,1,2,2,2,3,2,2,2,2,2,3,3,1,2,1,1,2,2,1,1,0,0,9,9,9,9,9,9,1,2,1,0,9,0,2,1,1,1,2,0,0,0,2,1,2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3, ,1,2,2,3, ,2, ,9996, ,2,9,7,2,3,9,9,4,3,6,4,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,3,2,3,2,3,4,9,9,9,9,4,4,4,1, ,0,7,7,7,7,7,5, ,7, ,9,1,3,3,7,3,3,1, ,1,3,5,3,9,9,2,3,2,3,3,3,3,6, ,2, ,2,5, ,6, ,1,2,4,1,2,2,3,2,2,3,2,2,1,3,9995,KONA,1,5,3,4,1,4,3,1,638, ,0,1,1,1,4,0,2,2,2,1,6,7,3,1, ,2,638, ,3,638,2,11:10:00,49,1,1, ,620, ,1,1,3,0,0,0,0,0,0,1,1,1,1,1,1,NIG057,27,1,1,659,BANDAWA,659,BANDAWA,5,1.25782392286712
NIG2323,1,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,1,1,12/24/2014,14:21:00,46,626, ,1,2,1,2,2,2,2,2,2,2,2,5,0,0,2,1,0,4,0,0,0,0,2,1,3,4,4,4,1,4,0,1,3,3,1,2,1,1,1,1,2,0,0,2,2,2,2,1,3,3,3,1,3,3,3,1,3,0,0,1,1,2,-1,PERSONAL FREEDOM AND SPEECH,VOTING IN A MULTIPARTY ELECTION,JUSTICE,1,3,6,3,2,1,4,4,4,2,1,3,1,3,2,2,4,4,1,2,1,2,2,0,2,2,1,0,2,0,2,3,2,1,1,2,1,1,3,0,1,1,1,1,2,1,1,1,1,1,2,3,2,2,3,3,3,3,3,3,3,1,1,2,2,2,1,2,1,2,2,2,3,7,7,2,2,7,7,0,7,7,4, ,0,0,0,3, ,2, ,4, ,1,0,0,3,3,3,3,3,1,3,5,1,2,1,2,1,1,1,2,3,3,3,3,3,2,3,3,2,2,2,2,1,1,0,1,1,4,2,5,1, ,0,7,7,7,7,7,14, ,5, ,2,3,3,4,2,2,2,1, ,1,3,4,4,5,2,0,0,1,1,1,2,2,6, ,2, ,2,2, ,4, ,2,1,4,1,1,1,3,2,2,2,2,2,2,2,625, ,0,3,4,5,1,5,4,1,638, ,1,0,1,1,0,0,3,3,0,0,1,1,1,18, ,6,638, ,4,638,99,15:20:00,59,1,1, ,620, ,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG060,29,1,1,648,MUMUYE,650,MUMUYE,5,1.25782392286712
NIG2324,1,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,9997, ,9997, ,9997,9997,9997,9997,9997,2,1,3,1,12/24/2014,13:21:00,28,630, ,1,4,4,3,2,3,1,2,2,2,3,5,0,0,1,0,0,4,4,2,3,4,2,1,3,1,3,2,1,4,0,2,3,4,1,3,0,0,0,0,2,0,0,0,2,2,1,1,3,3,3,1,3,3,3,1,1,0,0,1,1,1,1,"""FREEDOM OF SPEECH,WORSHIP,MOVEMENT""",DEMOCRACY,ELECTING A LEADER,1,19,3,3,1,1,4,1,4,1,1,4,1,2,2,2,5,5,2,1,2,2,1,2,2,2,1,0,0,0,1,3,2,2,0,2,3,3,3,1,1,1,2,1,3,3,3,3,1,2,3,3,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,0,2,0,1,1,1,1,2,0,7,7,-1,-1,-1,4, ,2,2,2,1, ,3, ,4, ,3,0,0,3,3,3,3,3,1,3,4,2,1,1,1,2,1,2,2,3,2,1,3,3,1,2,2,2,2,2,3,1,1,0,1,2,3,3,4,1, ,0,7,7,7,7,7,2, ,5, ,3,3,2,4,2,3,3,1, ,1,3,4,5,5,3,1,0,0,2,1,0,1,5, ,3, ,3,2, ,4, ,5,1,1,1,1,1,3,1,1,1,2,2,2,2,629, ,2,3,4,5,1,4,4,0,9997, ,1,1,0,1,4,3,3,1,4,1,1,1,6,1, ,4,638, ,4,638,1,14:12:00,51,1,1, ,1, ,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG060,29,1,1,648,MUMUYE,650,MUMUYE,5,1.25782392286712
NIG2325,1,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1, ,9997, ,9997,9997,9997,9997,9997,1,2,3,1,12/24/2014,13:21:00,36,645,JUKUN,1,4,3,3,3,3,0,0,0,0,0,7,0,1,2,0,0,3,3,0,0,0,2,1,2,3,3,3,2,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,1,3,3,1,1,1,0,0,1,3,2,2, , , ,-1,-1,-1,3,1,2,2,3,3,1,2,1,2,2,3,1,3,3,2,1,9,9,9,9,9,2,1,1,9,9,9,9,9,9,1,2,3,0,2,0,1,3,2,2,3,2,9,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,9,1,9,7,7,2,0,7,7,7,7,7,7,7,7,7,2, ,1,1,1,4, ,3, ,17, ,3,1,9,1,1,1,9,4,1,3,4,3,3,3,3,2,3,3,3,2,3,2,2,2,2,3,3,2,2,3,3,0,0,1,1,9,9,9,1,1, ,0,7,7,7,7,7,9, ,4, ,3,3,3,2,7,2,3,1, ,1,3,4,5,9,4,2,2,2,1,2,3,3,6, ,2, ,2,10, ,5, ,3,2,5,1,9,9,3,3,3,3,3,3,3,3,643, ,1,5,3,3,1,2,3,1,638, ,0,0,0,0,0,0,2,2,2,1,2,1,2,1, ,3,638, ,4,638,1,14:07:00,46,2,1, ,620, ,1,1,3,0,0,0,0,0,0,1,1,1,1,1,2,NIG057,27,1,1,659,BANDAWA,659,BANDAWA,5,1.25782392286712
NIG2326,1,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,3, ,9997, ,9997,9997,9997,9997,9997,1,2,5,1,12/24/2014,11:14:00,39,620, ,9,4,4,3,4,4,0,0,0,0,0,7,0,0,0,0,0,4,1,0,0,0,2,2,2,3,4,3,1,2,0,1,3,3,2,3,1,1,0,0,0,0,0,0,1,1,2,2,3,9,2,9,3,3,2,1,2,0,0,9,4,9,1,GOVERNMENT BY THE PEOPLE, , ,2,9996,9996,3,3,1,3,2,3,4,3,2,1,2,2,2,3,3,2,4,1,1,2,1,1,1,0,0,9,9,9,9,9,9,1,2,1,0,9,9,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2, ,9,9,9,2, ,24, ,9996, ,2,9,9,9,3,3,3,3,2,4,4,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,3,2,2,3,2,9,9,9,9,9,3,3,4,1, ,0,7,7,7,7,7,8, ,6, ,3,9,3,2,2,2,3,1, ,1,3,5,4,5,4,2,2,2,2,2,2,2,6, ,2, ,2,5, ,7, ,3,2,5,1,9,9,3,2,2,2,2,2,2,3,620, ,1,5,4,5,1,3,4,1,638, ,1,0,1,1,4,0,2,2,2,1,2,1,0,1, ,2,638, ,4,638,99,12:10:00,56,2,1, ,620, ,1,1,3,0,0,0,0,0,0,1,1,1,1,1,1,NIG057,27,1,1,659,BANDAWA,659,BANDAWA,5,1.25782392286712
NIG2327,1,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1, ,9997, ,9997,9997,9997,9997,9997,1,2,1,1,12/24/2014,15:31:00,26,620, ,1,4,4,4,3,5,1,1,0,9,0,7,1,0,0,0,0,3,4,0,0,0,2,1,2,4,4,2,1,2,1,9,1,9,5,1,0,0,1,1,2,0,1,0,0,2,2,1,3,1,1,3,9,2,0,2,1,2,3,3,9,9,1, , , ,-1,-1,-1,3,2,1,1,2,2,1,2,2,2,2,3,5,3,4,2,1,9,3,0,9,9,0,9,9,1,9,3,9,9,3,0,9,3,0,0,1,2,1,0,2,2,3,2,2,2,2,2,2,3,1,2,3,1,1,9,1,2,2,3,1,0,0,1,7,7,2,9,9,9,9,9,2,0,2,0,7,7,7,3, ,0,1,1,3, ,7, ,5, ,3,1,6,1,1,1,1,9,3,6,2,1,1,2,2,3,3,3,3,1,2,2,3,4,2,2,4,2,3,3,3,0,1,1,2,1,9,9,9,0, ,0,7,7,7,7,7,6, ,10, ,9,9,9,9,7,9,2,1, ,1,2,4,1,9,9,1,0,3,3,2,2,3,2, ,4, ,2,6, ,4, ,2,1,4,1,1,1,2,1,1,1,2,0,1,0,620, ,1,5,3,3,1,3,3,1,638, ,1,1,1,0,0,0,2,2,2,1,1,1,5,1, ,3,638, ,3,638,1,16:32:00,61,2,1, ,620, ,4,1,1,0,0,0,0,1,0,1,1,1,1,2,1,NIG060,29,1,1,648,MUMUYE,650,MUMUYE,5,1.25782392286712
NIG2328,1,2,654,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,3, ,9997, ,9997,9997,9997,9997,9997,1,2,3,1,12/24/2014,11:21:00,21,9995,NYANDANG,1,1,1,4,1,4,2,0,0,0,0,-1,0,0,0,1,0,4,4,4,4,4,3,0,1,3,4,2,2,1,2,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,3,1,1,1,3,3,0,0,1,4,2,1, , , ,-1,-1,-1,2,3,1,2,2,4,1,2,1,2,2,1,1,1,1,2,2,3,3,0,0,0,2,1,3,3,0,3,0,1,1,3,2,3,0,0,3,3,2,9,0,0,2,0,1,3,3,0,3,3,2,2,2,2,2,2,1,1,1,0,1,1,2,1,3,0,2,0,4,3,3,3,7,7,7,7,-1,-1,-1,7, ,0,0,0,1, ,24, ,25, ,4,-1,0,9,9,9,9,2,5,1,1,3,2,1,1,1,1,1,1,2,2,1,1,1,1,3,2,2,2,2,2,0,0,0,0,0,3,4,5,3, ,0,7,7,7,7,7,1, ,5, ,3,3,2,4,1,0,0,1, ,1,3,5,1,1,5,0,0,0,0,0,0,0,5, ,1, ,2,2, ,5, ,4,4,9,1,1,1,1,2,3,0,3,2,1,3,650,MUMUYE,-1,5,1,1,1,1,1,1,638, ,1,0,0,1,4,0,3,3,2,2,2,1,2,1, ,6,638, ,3,638,1,13:12:00,111,2,1, ,620, ,2,4,3,0,0,0,0,0,0,1,1,1,1,1,1,NIG060,29,1,1,648,MUMUYE,650,MUMUYE,5,1.25782392286712
